,Hydraulic_Pressure(bar),Spindle_Speed(RPM),Torque(Nm),Cutting(kN),Downtime
1782,86.48,17259.0,27.66104641,3.93,Machine_Failure
1783,71.04,17919.0,16.44955444,3.49,Machine_Failure
1784,90.4587468,22136.0,32.37045571,2.02,No_Machine_Failure
1785,80.726488,21710.0,35.58033366,2.17,No_Machine_Failure
1786,81.1382212,21426.0,30.51400825,2.11,No_Machine_Failure
1787,114.1771053,22128.0,33.92336502,1.87,No_Machine_Failure
1788,156.5076252,22134.0,35.5812209,1.88,No_Machine_Failure
1789,162.3258052,22119.0,32.37045571,1.99,No_Machine_Failure
1790,126.0684189,22114.0,35.58033366,1.95,No_Machine_Failure
1791,137.37,21951.0,26.75720211,3.55,Machine_Failure
1792,89.35,20504.0,27.4716308,3.55,Machine_Failure
1793,131.9343101,18436.0,22.27623536,3.13,No_Machine_Failure
1794,92.91,17230.0,27.70760302,3.67,Machine_Failure
1795,134.02,20504.0,15.90071615,2.52,Machine_Failure
1796,76.5,20504.0,14.10999444,2.44,Machine_Failure
1797,68.95,27957.0,27.14670761,,Machine_Failure
1798,61.77,17247.0,27.68029222,3.69,Machine_Failure
1799,94.09,26526.0,15.1197393,3.59,Machine_Failure
1800,80.76,17252.0,27.67226988,3.59,Machine_Failure
1801,134.54,21951.0,16.44955444,2.65,Machine_Failure
1802,102.7092853,18436.0,23.42272593,2.0,No_Machine_Failure
1803,61.73,27613.0,14.44705039,2.82,Machine_Failure
1804,77.68,19819.0,16.44955444,2.93,Machine_Failure
1805,79.23,19717.0,16.96410507,2.82,Machine_Failure
1806,64.55,19852.0,15.1197393,2.89,Machine_Failure
1807,54.87,19845.0,15.90071615,2.89,Machine_Failure
1808,73.5721609,13272.0,23.40320604,2.92,No_Machine_Failure
1809,92.8557399,19197.0,32.72044546,2.74,No_Machine_Failure
1810,142.5538395,20266.0,34.97300419,2.17,No_Machine_Failure
1811,108.8102108,20371.0,23.43537382,2.76,No_Machine_Failure
1812,101.8572709,17726.0,23.82245509,2.6,No_Machine_Failure
1813,100.373339,20346.0,23.46416986,2.75,No_Machine_Failure
1814,76.19,19714.0,14.20288973,2.61,Machine_Failure
1815,71.13,19708.0,24.223767,3.91,Machine_Failure
1816,86.04,23432.0,16.44955444,3.67,Machine_Failure
1817,56.13,26605.0,24.05775045,3.55,Machine_Failure
1818,92.8557399,14152.0,23.01508943,2.7,No_Machine_Failure
1819,73.5721609,14266.0,23.01287057,2.81,No_Machine_Failure
1820,75.99,26605.0,17.89931102,3.78,Machine_Failure
1821,64.1,27613.0,16.96410507,2.94,Machine_Failure
1822,85.49,26526.0,15.1197393,2.73,Machine_Failure
1823,141.1591931,15217.0,23.09190287,2.87,No_Machine_Failure
1824,158.5601335,16198.0,22.96747811,2.84,No_Machine_Failure
1825,120.2772488,17726.0,33.92336502,2.78,No_Machine_Failure
1826,56.69,27613.0,25.62131702,3.67,Machine_Failure
1827,71.04,20504.0,14.20288973,2.56,Machine_Failure
1828,117.0764499,20963.0,35.58033366,1.87,No_Machine_Failure
1829,63.38,26526.0,25.63094599,3.49,Machine_Failure
1830,51.83,21951.0,25.16217783,3.67,Machine_Failure
1831,89.22,26526.0,17.89931102,2.6,Machine_Failure
1832,135.5180555,20955.0,30.51400825,2.01,No_Machine_Failure
1833,155.20038,20953.0,31.62033518,3.0,No_Machine_Failure
1834,69.05,27957.0,14.44705039,2.6,Machine_Failure
1835,58.48,17919.0,17.89931102,2.79,Machine_Failure
1836,145.98,21951.0,15.1197393,2.55,Machine_Failure
1837,158.1611974,14266.0,21.54730096,2.97,No_Machine_Failure
1838,117.4964003,22141.0,21.56189874,3.18,No_Machine_Failure
1839,117.9058818,22166.0,32.72044546,2.96,No_Machine_Failure
1840,123.3119398,22048.0,21.65284833,2.84,No_Machine_Failure
1841,139.3590924,22046.0,21.65481266,3.18,No_Machine_Failure
1842,92.8557399,22073.0,32.72044546,3.16,No_Machine_Failure
1843,148.7742427,14152.0,33.92336502,2.88,No_Machine_Failure
1844,121.6871398,16198.0,32.37045571,1.91,No_Machine_Failure
1845,100.5069413,17726.0,35.58033366,2.01,No_Machine_Failure
1846,150.3775182,18436.0,30.51400825,3.0,No_Machine_Failure
1847,140.653319,19197.0,31.62033518,2.02,No_Machine_Failure
1848,134.7480969,13272.0,32.51929855,2.17,No_Machine_Failure
1849,103.5992058,22072.0,31.62033518,1.99,No_Machine_Failure
1850,94.00662225,22068.0,32.51929855,1.95,No_Machine_Failure
1851,107.2880726,22068.0,33.92336502,1.89,No_Machine_Failure
1852,115.2883946,18436.0,21.61559359,1.86,No_Machine_Failure
1853,124.1045279,14266.0,21.6283242,1.99,No_Machine_Failure
1854,126.3668382,17726.0,21.55703062,2.88,No_Machine_Failure
1855,105.7458869,22047.0,21.65383045,3.02,No_Machine_Failure
1856,98.42087699,18436.0,32.37045571,2.01,No_Machine_Failure
1857,124.4685601,22160.0,21.54341155,2.92,No_Machine_Failure
1858,57.51,17344.0,14.10999444,2.28,Machine_Failure
1859,87.02,17345.0,15.1197393,2.42,Machine_Failure
1860,71.04,17329.0,16.44955444,2.46,Machine_Failure
1861,61.73,21951.0,17.89931102,2.41,Machine_Failure
1862,142.36,26605.0,15.1197393,2.32,Machine_Failure
1863,63.76,27613.0,14.20288973,2.34,Machine_Failure
1864,141.14,26526.0,16.44955444,2.28,Machine_Failure
1865,134.54,17919.0,16.96410507,2.4,Machine_Failure
1866,135.93,21951.0,14.20288973,2.27,Machine_Failure
1867,137.37,20504.0,27.66104641,2.43,Machine_Failure
1868,74.61,27613.0,27.56044337,3.91,Machine_Failure
1869,78.52,17351.0,16.96410507,2.32,Machine_Failure
1870,145.98,17335.0,14.44705039,2.29,Machine_Failure
1871,88.24,17318.0,27.5668091,3.49,Machine_Failure
1872,69.42,27613.0,15.1197393,2.6,Machine_Failure
1873,121.22,26526.0,14.20288973,2.29,Machine_Failure
1874,76.67,21951.0,24.18817449,2.57,Machine_Failure
1875,75.42,23541.0,23.88204102,2.88,Machine_Failure
1876,89.37,19989.0,23.88323578,2.82,Machine_Failure
1877,62.76,20504.0,24.18204842,2.69,Machine_Failure
1878,92.8557399,20200.0,35.58033366,2.11,No_Machine_Failure
1879,73.5721609,20348.0,32.72044546,2.82,No_Machine_Failure
1880,123.218125,20350.0,34.97300419,1.91,No_Machine_Failure
1881,122.5444726,20258.0,35.5812209,2.01,No_Machine_Failure
1882,114.3670419,20357.0,32.37045571,3.0,No_Machine_Failure
1883,67.06,19735.0,24.19062579,3.59,Machine_Failure
1884,75.3,19980.0,23.89399399,2.79,Machine_Failure
1885,92.8557399,18436.0,31.62033518,1.86,No_Machine_Failure
1886,,16198.0,35.58033366,2.88,No_Machine_Failure
1887,73.84,19732.0,24.19430367,2.89,Machine_Failure
1888,129.852171,17726.0,23.63961377,2.62,No_Machine_Failure
1889,115.133019,18436.0,23.57890058,2.67,No_Machine_Failure
1890,58.9,19914.0,23.97318469,2.71,Machine_Failure
1891,97.19,19788.0,24.12583384,3.55,Machine_Failure
1892,90.01,23432.0,24.02747999,3.59,Machine_Failure
1893,116.0304916,14266.0,22.94981252,2.0,No_Machine_Failure
1894,135.93,26605.0,24.02989883,3.61,Machine_Failure
1895,147.0656249,20677.0,23.0885525,2.95,No_Machine_Failure
1896,80.27,25528.0,25.94012171,2.69,Machine_Failure
1897,61.73,23432.0,25.93307621,2.43,Machine_Failure
1898,139.34,26526.0,25.92885075,2.38,Machine_Failure
1899,114.7641461,20799.0,22.95312275,2.67,No_Machine_Failure
1900,127.1080467,20802.0,22.94981252,2.89,No_Machine_Failure
1901,99.58453952,20802.0,22.94981252,2.9,No_Machine_Failure
1902,127.6770926,20805.0,32.72044546,2.92,No_Machine_Failure
1903,108.5510919,20067.0,32.72044546,2.01,No_Machine_Failure
1904,148.1911522,20025.0,32.37045571,1.88,No_Machine_Failure
1905,139.7956667,20966.0,35.58033366,1.99,No_Machine_Failure
1906,144.7469746,20065.0,35.5812209,2.88,No_Machine_Failure
1907,142.36,17919.0,16.44955444,2.59,Machine_Failure
1908,126.8611511,20128.0,23.71830286,1.91,No_Machine_Failure
1909,118.9192032,20099.0,34.97300419,1.87,No_Machine_Failure
1910,137.1605174,20101.0,23.75016168,1.85,No_Machine_Failure
1911,141.14,21951.0,17.89931102,3.57,Machine_Failure
1912,130.3365431,20963.0,32.37045571,2.92,No_Machine_Failure
1913,98.7,26605.0,15.1197393,2.49,Machine_Failure
1914,145.98,26526.0,17.89931102,2.58,Machine_Failure
1915,135.5334422,20037.0,33.92336502,2.02,No_Machine_Failure
1916,128.7402501,20105.0,35.5812209,2.75,No_Machine_Failure
1917,134.54,19003.0,25.12245435,3.67,Machine_Failure
1918,98.7,18990.0,14.20288973,3.55,Machine_Failure
1919,125.95,19016.0,15.1197393,3.55,Machine_Failure
1920,109.9773936,16198.0,23.70534783,2.81,No_Machine_Failure
1921,113.0408906,17726.0,23.69828742,2.94,No_Machine_Failure
1922,142.36,26526.0,16.44955444,2.56,Machine_Failure
1923,134.02,26526.0,16.44955444,2.7,Machine_Failure
1924,71.04,23432.0,16.96410507,2.62,Machine_Failure
1925,63.76,23432.0,15.90071615,2.46,Machine_Failure
1926,125.95,19006.0,16.96410507,2.77,Machine_Failure
1927,75.84,26605.0,16.44955444,2.52,Machine_Failure
1928,134.02,20504.0,25.13965245,3.67,Machine_Failure
1929,134.54,21951.0,25.14759798,3.69,Machine_Failure
1930,98.7,27957.0,25.12377644,3.67,Machine_Failure
1931,60.43,27957.0,14.20288973,2.81,Machine_Failure
1932,91.59,23432.0,27.8905182,3.91,Machine_Failure
1933,71.04,20504.0,27.8840021,2.54,Machine_Failure
1934,141.14,17220.0,17.89931102,2.44,Machine_Failure
1935,141.14,25528.0,27.8986676,3.55,Machine_Failure
1936,99.58,21951.0,27.86935201,3.55,Machine_Failure
1937,98.73,17103.0,27.91334854,3.55,Machine_Failure
1938,125.95,17919.0,27.72691369,3.55,Machine_Failure
1939,64.81,25528.0,27.72047381,3.49,Machine_Failure
1940,86.26,17106.0,15.90071615,2.39,Machine_Failure
1941,134.54,17359.0,14.20288973,2.5,Machine_Failure
1942,97.12,20504.0,27.80928526,3.67,Machine_Failure
1943,108.3992216,22252.0,35.58033366,1.89,No_Machine_Failure
1944,138.5355816,14152.0,34.97300419,3.0,No_Machine_Failure
1945,88.27913423,22090.0,21.61167949,2.17,No_Machine_Failure
1946,90.4587468,14266.0,22.36598735,3.05,No_Machine_Failure
1947,82.9688079,22266.0,33.92336502,2.88,No_Machine_Failure
1948,148.0676241,18436.0,33.92336502,2.0,No_Machine_Failure
1949,134.6112566,17726.0,31.62033518,3.09,No_Machine_Failure
1950,127.2888098,19197.0,21.40816143,1.91,No_Machine_Failure
1951,157.1765034,13272.0,33.92336502,2.01,No_Machine_Failure
1952,89.4587468,14152.0,21.45144911,3.0,No_Machine_Failure
1953,88.27913423,15217.0,32.37045571,2.17,No_Machine_Failure
1954,76.4428743,14266.0,35.5812209,2.02,No_Machine_Failure
1955,115.6444414,19197.0,34.97300419,3.22,No_Machine_Failure
1956,119.1779492,22287.0,32.37045571,1.95,No_Machine_Failure
1957,81.1382212,22272.0,32.51929855,1.87,No_Machine_Failure
1958,113.7409969,17726.0,32.37045571,2.82,No_Machine_Failure
1959,134.02,19346.0,14.10999444,2.55,Machine_Failure
1960,70.46602,20238.0,32.37045571,2.11,No_Machine_Failure
1961,71.46602,17726.0,32.37045571,1.89,No_Machine_Failure
1962,148.1001936,14152.0,23.61272134,2.99,No_Machine_Failure
1963,153.5415639,14266.0,32.72044546,2.69,No_Machine_Failure
1964,140.5699833,18436.0,33.92336502,2.8,No_Machine_Failure
1965,126.7591905,13272.0,23.61272134,2.67,No_Machine_Failure
1966,98.91,19331.0,15.90071615,2.87,Machine_Failure
1967,70.46602,16198.0,35.5812209,1.95,No_Machine_Failure
1968,135.93,19301.0,14.44705039,2.65,Machine_Failure
1969,70.83,19352.0,16.44955444,2.87,Machine_Failure
1970,88.26,23547.0,15.1197393,2.67,Machine_Failure
1971,132.6351739,14266.0,33.92336502,2.67,No_Machine_Failure
1972,71.46602,15217.0,23.6138893,1.91,No_Machine_Failure
1973,111.0039428,16198.0,35.5812209,2.62,No_Machine_Failure
1974,74.78,19351.0,16.96410507,2.65,Machine_Failure
1975,52.64,19925.0,17.89931102,2.78,Machine_Failure
1976,61.73,27613.0,24.08323664,3.49,Machine_Failure
1977,131.5269712,13272.0,30.51400825,1.89,No_Machine_Failure
1978,70.46602,15217.0,33.92336502,1.87,No_Machine_Failure
1979,71.46602,16198.0,34.97300419,2.88,No_Machine_Failure
1980,119.7611518,17726.0,23.033967,3.0,No_Machine_Failure
1981,136.2355685,14152.0,31.62033518,1.91,No_Machine_Failure
1982,81.1382212,20771.0,31.62033518,1.87,No_Machine_Failure
1983,80.726488,20768.0,30.51400825,1.86,No_Machine_Failure
1984,51.87,27957.0,25.92885075,3.93,Machine_Failure
1985,70.46602,16198.0,,3.04,No_Machine_Failure
1986,98.82,26526.0,25.91196266,3.61,Machine_Failure
1987,70.46602,20819.0,22.93107258,2.79,No_Machine_Failure
1988,89.4587468,20809.0,32.72044546,2.11,No_Machine_Failure
1989,104.4029989,14266.0,32.51929855,2.01,No_Machine_Failure
1990,72.46602,18436.0,22.97742696,2.7,No_Machine_Failure
1991,107.4215149,15217.0,23.85101918,1.91,No_Machine_Failure
1992,135.93,18968.0,25.16881063,3.67,Machine_Failure
1993,113.8737391,20114.0,35.58033366,2.84,No_Machine_Failure
1994,107.0009498,14266.0,23.81532475,2.0,No_Machine_Failure
1995,133.9444529,17726.0,31.62033518,2.88,No_Machine_Failure
1996,139.34,18964.0,15.1197393,2.82,Machine_Failure
1997,53.21,20801.0,25.22199915,3.61,Machine_Failure
1998,90.4587468,20044.0,23.81770106,1.89,No_Machine_Failure
1999,55.47,25528.0,16.96410507,2.73,Machine_Failure
2000,72.46602,20112.0,0.0,2.02,No_Machine_Failure
2001,143.0507975,13272.0,23.81294892,2.11,No_Machine_Failure
2002,93.61767251,20019.0,23.84744493,1.88,No_Machine_Failure
2003,142.36,18925.0,15.90071615,3.59,Machine_Failure
2004,137.5940529,14152.0,23.79751757,1.85,No_Machine_Failure
2005,69.46602,14266.0,32.37045571,2.61,No_Machine_Failure
2006,80.27,18968.0,16.44955444,3.49,Machine_Failure
2007,69.46602,20046.0,23.81532475,1.91,No_Machine_Failure
2008,61.73,23658.0,14.20288973,3.91,Machine_Failure
2009,117.864702,14266.0,,1.86,No_Machine_Failure
2010,62.29,17919.0,15.1197393,2.51,Machine_Failure
2011,89.4587468,20018.0,23.84863623,1.95,No_Machine_Failure
2012,91.95733216,14152.0,35.5812209,2.78,No_Machine_Failure
2013,98.02714271,14152.0,23.775,2.94,No_Machine_Failure
2014,88.27913423,20030.0,32.72044546,1.99,No_Machine_Failure
2015,82.9688079,20082.0,32.51929855,2.88,No_Machine_Failure
2016,111.3979405,20084.0,33.92336502,1.88,No_Machine_Failure
2017,52.39,21951.0,14.10999444,2.53,Machine_Failure
2018,70.46602,20037.0,23.82602186,2.01,No_Machine_Failure
2019,80.726488,22238.0,21.46784783,3.09,No_Machine_Failure
2020,52.21,27957.0,27.78824214,3.55,Machine_Failure
2021,81.1382212,22232.0,21.4736416,3.02,No_Machine_Failure
2022,98.94,25528.0,27.75593023,3.58,Machine_Failure
2023,82.9688079,22226.0,21.4794385,2.98,No_Machine_Failure
2024,99.50172315,22217.0,21.48813971,2.85,No_Machine_Failure
2025,52.27,17208.0,17.89931102,2.29,Machine_Failure
2026,77.63383095,22219.0,21.4862055,3.04,No_Machine_Failure
2027,82.48,20801.0,27.84659356,3.93,Machine_Failure
2028,61.75,23432.0,27.75915804,3.59,Machine_Failure
2029,125.95,23432.0,15.90071615,2.59,Machine_Failure
2030,111.5981878,22199.0,21.50556331,2.87,No_Machine_Failure
2031,94.73475733,22191.0,21.51331621,3.23,No_Machine_Failure
2032,80.27,20504.0,16.96410507,2.47,Machine_Failure
2033,111.9485648,22181.0,21.52301519,3.06,No_Machine_Failure
2034,69.75,17192.0,15.90071615,2.42,Machine_Failure
2035,88.27913423,22248.0,35.5812209,3.17,No_Machine_Failure
2036,90.4587468,22240.0,35.58033366,2.98,No_Machine_Failure
2037,70.61,20504.0,27.79956909,3.69,Machine_Failure
2038,117.6323553,22305.0,34.97300419,3.21,No_Machine_Failure
2039,90.4587468,19197.0,30.51400825,2.01,No_Machine_Failure
2040,131.9979952,18436.0,32.51929855,1.87,No_Machine_Failure
2041,133.0782292,13272.0,34.97300419,1.88,No_Machine_Failure
2042,51.14,25528.0,15.90071615,2.24,Machine_Failure
2043,59.8,23432.0,16.44955444,2.56,Machine_Failure
2044,110.1589469,22207.0,21.497816,1.91,No_Machine_Failure
2045,89.4587468,18436.0,35.58033366,1.91,No_Machine_Failure
2046,99.41,27957.0,16.96410507,2.27,Machine_Failure
2047,106.1042428,22309.0,33.92336502,1.95,No_Machine_Failure
2048,79.17,17138.0,27.85634263,3.59,Machine_Failure
2049,153.073091,22207.0,31.62033518,1.88,No_Machine_Failure
2050,145.98,26605.0,27.85634263,2.36,Machine_Failure
2051,89.4587468,20369.0,23.4376749,2.97,No_Machine_Failure
2052,119.601322,17726.0,31.62033518,2.71,No_Machine_Failure
2053,137.37,27613.0,16.96410507,3.49,Machine_Failure
2054,62.64,19354.0,24.6668389,3.67,Machine_Failure
2055,131.6630007,15217.0,35.58033366,2.65,No_Machine_Failure
2056,90.4587468,20412.0,23.388301,2.83,No_Machine_Failure
2057,98.94,19190.0,24.87764461,3.55,Machine_Failure
2058,-14.32645418,20386.0,33.92336502,2.73,No_Machine_Failure
2059,96.06,23432.0,14.20288973,3.93,Machine_Failure
2060,98.37,27613.0,15.90071615,2.87,Machine_Failure
2061,80.99,19169.0,24.90489853,3.91,Machine_Failure
2062,98.7,27957.0,14.20288973,2.75,Machine_Failure
2063,107.423359,20196.0,23.63844326,2.78,No_Machine_Failure
2064,80.27,26526.0,16.44955444,2.74,Machine_Failure
2065,81.1382212,20152.0,23.69005558,2.01,No_Machine_Failure
2066,119.2622336,20390.0,31.5210747,2.02,No_Machine_Failure
2067,,20184.0,23.65249703,2.17,No_Machine_Failure
2068,88.27913423,20236.0,23.59171773,1.99,No_Machine_Failure
2069,80.44,26605.0,17.89931102,3.55,Machine_Failure
2070,80.726488,20199.0,23.63493242,1.91,No_Machine_Failure
2071,74.52,19266.0,17.89931102,2.63,Machine_Failure
2072,134.02,19793.0,15.1197393,2.89,Machine_Failure
2073,98.7,26526.0,14.20288973,3.69,Machine_Failure
2074,133.2457833,13272.0,31.62033518,2.77,No_Machine_Failure
2075,80.27,27957.0,16.44955444,3.93,Machine_Failure
2076,96.66,23432.0,14.20288973,2.69,Machine_Failure
2077,119.2469893,19197.0,23.02396913,3.0,No_Machine_Failure
2078,94.97075515,20766.0,32.51929855,3.01,No_Machine_Failure
2079,110.0668197,16198.0,35.5812209,2.95,No_Machine_Failure
2080,139.34,25528.0,15.1197393,3.49,Machine_Failure
2081,63.04,26605.0,14.44705039,2.45,Machine_Failure
2082,87.77,26605.0,25.21267494,3.61,Machine_Failure
2083,94.01,27957.0,24.99748665,3.67,Machine_Failure
2084,69.34,23432.0,25.17810242,2.55,Machine_Failure
2085,146.6481252,20318.0,23.49650556,2.69,No_Machine_Failure
2086,62.29,25528.0,16.44955444,2.56,Machine_Failure
2087,112.0395122,20304.0,23.51270686,2.85,No_Machine_Failure
2088,76.17,23432.0,25.19936659,2.56,Machine_Failure
2089,86.65,20801.0,25.20601901,2.53,Machine_Failure
2090,149.8841764,20292.0,23.52661147,2.75,No_Machine_Failure
2091,122.4805014,20402.0,23.39976473,2.97,No_Machine_Failure
2092,132.1970977,13272.0,23.51965711,2.02,No_Machine_Failure
2093,83.46,27957.0,17.89931102,2.57,Machine_Failure
2094,89.4587468,20337.0,23.47455377,2.91,No_Machine_Failure
2095,132.7929951,20402.0,35.58033366,2.91,No_Machine_Failure
2096,90.4587468,13272.0,35.58033366,2.67,No_Machine_Failure
2097,90.4587468,20403.0,23.39861785,2.88,No_Machine_Failure
2098,55.77,20504.0,15.1197393,3.91,Machine_Failure
2099,81.1382212,20286.0,23.53356995,1.99,No_Machine_Failure
2100,71.04,19027.0,14.10999444,3.69,Machine_Failure
2101,175.1,23432.0,17.89931102,3.58,Machine_Failure
2102,50.61,18935.0,15.1197393,3.55,Machine_Failure
2103,89.59,26526.0,25.0868103,2.64,Machine_Failure
2104,125.6466804,14266.0,23.40779603,2.88,No_Machine_Failure
2105,55.57,26526.0,25.21400655,2.72,Machine_Failure
2106,89.4587468,16198.0,34.97300419,2.0,No_Machine_Failure
2107,70.21,20801.0,25.18873002,2.59,Machine_Failure
2108,85.36,27957.0,17.89931102,2.69,Machine_Failure
2109,88.27913423,15217.0,33.92336502,2.94,No_Machine_Failure
2110,98.7,18948.0,16.44955444,3.55,Machine_Failure
2111,139.34,27957.0,15.90071615,3.59,Machine_Failure
2112,82.52,25528.0,25.22199915,2.79,Machine_Failure
2113,64.55,17919.0,25.19138832,2.73,Machine_Failure
2114,88.56,27957.0,24.99748665,2.78,Machine_Failure
2115,67.58,21951.0,25.18075848,2.68,Machine_Failure
2116,80.27,18954.0,16.44955444,3.49,Machine_Failure
2117,62.57,27613.0,16.96410507,2.36,Machine_Failure
2118,80.726488,21845.0,21.85406271,1.88,No_Machine_Failure
2119,96.66,21951.0,27.28479168,2.45,Machine_Failure
2120,57.89,27957.0,14.20288973,2.3,Machine_Failure
2121,82.9688079,21831.0,21.8680775,1.95,No_Machine_Failure
2122,54.19,20504.0,27.48903092,2.3,Machine_Failure
2123,116.2332812,14266.0,35.5812209,2.11,No_Machine_Failure
2124,124.4601181,18436.0,21.87709651,2.17,No_Machine_Failure
2125,108.9512776,21847.0,21.85206207,1.89,No_Machine_Failure
2126,142.36,17509.0,17.89931102,3.49,Machine_Failure
2127,87.1,17381.0,27.46688913,2.38,Machine_Failure
2128,94.74,17576.0,16.44955444,2.36,Machine_Failure
2129,80.27,20504.0,16.96410507,3.58,Machine_Failure
2130,114.6401622,14152.0,21.88511965,1.88,No_Machine_Failure
2131,139.5218761,18436.0,31.5210747,1.86,No_Machine_Failure
2132,97.5136434,21848.0,21.85106188,2.01,No_Machine_Failure
2133,145.98,17526.0,15.1197393,2.42,Machine_Failure
2134,61.73,17520.0,14.44705039,3.91,Machine_Failure
2135,64.9,17919.0,27.7430265,3.55,Machine_Failure
2136,80.13,23432.0,27.45898999,3.58,Machine_Failure
2137,119.8770024,19197.0,32.37045571,1.86,No_Machine_Failure
2138,142.2295301,21863.0,21.83607007,3.14,No_Machine_Failure
2139,112.8205019,21861.0,21.83806779,2.9,No_Machine_Failure
2140,71.04,20801.0,16.96410507,3.91,Machine_Failure
2141,132.6591898,21814.0,35.5812209,3.07,No_Machine_Failure
2142,88.27913423,18436.0,35.5812209,2.97,No_Machine_Failure
2143,57.94,17502.0,27.27699691,2.41,Machine_Failure
2144,109.6062745,14266.0,31.62033518,1.88,No_Machine_Failure
2145,80.27,17504.0,15.90071615,3.91,Machine_Failure
2146,97.09834239,14152.0,30.51400825,2.88,No_Machine_Failure
2147,134.8668044,17726.0,34.97300419,3.0,No_Machine_Failure
2148,63.76,27613.0,14.20288973,3.55,Machine_Failure
2149,85.18,26605.0,17.89931102,2.67,Machine_Failure
2150,74.56,26526.0,15.90071615,2.74,Machine_Failure
2151,63.76,19597.0,17.89931102,3.93,Machine_Failure
2152,88.53,21951.0,24.36594702,2.66,Machine_Failure
2153,120.2949756,20289.0,23.5300902,2.0,No_Machine_Failure
2154,127.6461879,16198.0,34.97300419,2.95,No_Machine_Failure
2155,118.4786806,17726.0,35.5812209,2.81,No_Machine_Failure
2156,101.3110804,20298.0,33.92336502,2.99,No_Machine_Failure
2157,118.7556978,20303.0,34.97300419,2.72,No_Machine_Failure
2158,161.4636175,20293.0,35.5812209,2.98,No_Machine_Failure
2159,142.8757769,20287.0,33.92336502,2.11,No_Machine_Failure
2160,113.4547432,20309.0,23.50691812,1.86,No_Machine_Failure
2161,149.3221006,20406.0,23.39517789,1.87,No_Machine_Failure
2162,142.36,26605.0,15.1197393,3.55,Machine_Failure
2163,140.1771667,17726.0,33.92336502,2.98,No_Machine_Failure
2164,99.48837043,20651.0,23.11762142,2.17,No_Machine_Failure
2165,73.67,18460.0,17.89931102,2.46,Machine_Failure
2166,96.3,26526.0,15.90071615,3.67,Machine_Failure
2167,61.73,17919.0,14.20288973,3.59,Machine_Failure
2168,60.3,26526.0,15.90071615,2.52,Machine_Failure
2169,138.2761829,20739.0,23.01952842,1.88,No_Machine_Failure
2170,124.5371895,20744.0,,2.74,No_Machine_Failure
2171,59.14,25528.0,25.90633818,2.54,Machine_Failure
2172,98.7,18433.0,17.89931102,3.67,Machine_Failure
2173,125.95,23432.0,15.90071615,3.69,Machine_Failure
2174,118.0212398,13272.0,31.5210747,2.11,No_Machine_Failure
2175,116.0046539,18436.0,23.00843414,2.02,No_Machine_Failure
2176,119.9946472,20194.0,32.51929855,2.17,No_Machine_Failure
2177,57.92,26526.0,15.1197393,3.69,Machine_Failure
2178,70.38,26526.0,24.95045469,3.69,Machine_Failure
2179,64.01,19120.0,24.96872385,3.55,Machine_Failure
2180,71.06,19120.0,24.96872385,3.58,Machine_Failure
2181,125.95,17919.0,15.1197393,2.76,Machine_Failure
2182,141.14,25528.0,16.96410507,2.53,Machine_Failure
2183,80.38,21951.0,16.44955444,3.58,Machine_Failure
2184,63.76,20801.0,17.89931102,2.75,Machine_Failure
2185,142.36,23432.0,15.90071615,2.77,Machine_Failure
2186,77.84,17919.0,17.89931102,2.64,Machine_Failure
2187,94.0,19106.0,16.44955444,2.61,Machine_Failure
2188,139.34,19102.0,15.90071615,2.7,Machine_Failure
2189,99.83990398,20182.0,23.65484095,2.01,No_Machine_Failure
2190,85.5,20504.0,14.20288973,2.84,Machine_Failure
2191,129.1754956,20389.0,23.41468439,1.99,No_Machine_Failure
2192,113.058201,20272.0,23.54982242,1.88,No_Machine_Failure
2193,127.0368363,20191.0,23.64429696,2.88,No_Machine_Failure
2194,119.3151904,20192.0,34.97300419,1.85,No_Machine_Failure
2195,110.120461,20394.0,30.51400825,3.0,No_Machine_Failure
2196,122.919722,20179.0,32.37045571,1.91,No_Machine_Failure
2197,110.7865667,20390.0,35.58033366,2.9,No_Machine_Failure
2198,126.7578547,14266.0,32.51929855,2.69,No_Machine_Failure
2199,129.1776539,17726.0,23.64781058,1.88,No_Machine_Failure
2200,144.8825288,19197.0,23.65601308,2.17,No_Machine_Failure
2201,142.5613084,20185.0,31.5210747,2.61,No_Machine_Failure
2202,56.29,25528.0,15.90071615,3.61,Machine_Failure
2203,119.495474,20183.0,23.65366893,1.91,No_Machine_Failure
2204,72.58,26605.0,16.44955444,2.49,Machine_Failure
2205,79.5,20504.0,15.90071615,2.48,Machine_Failure
2206,81.8,17563.0,27.18225816,3.67,Machine_Failure
2207,143.7219992,18436.0,21.97781051,2.82,No_Machine_Failure
2208,92.2,17544.0,27.21169631,2.35,Machine_Failure
2209,92.15,17558.0,27.18999886,2.45,Machine_Failure
2210,106.6283731,17726.0,21.95456427,1.85,No_Machine_Failure
2211,94.96388925,21782.0,21.91727114,2.85,No_Machine_Failure
2212,105.3234181,21802.0,21.8971654,2.11,No_Machine_Failure
2213,95.87,17573.0,27.16678996,3.61,Machine_Failure
2214,71.96,17561.0,27.18535391,3.67,Machine_Failure
2215,65.61,17562.0,27.18380594,3.69,Machine_Failure
2216,120.8575375,18436.0,31.62033518,1.95,No_Machine_Failure
2217,90.36,17565.0,27.17916311,2.57,Machine_Failure
2218,95.29299374,21987.0,21.71292127,3.13,No_Machine_Failure
